Id,Headline_Reference,Document,Headline,text
805,Netflix releases new Indian digital series,"""netflix release indian digital series""",netflix release indian digital series netflix release indian digital series,Entertainment
807,CSIR scientists discover new health compound,"""csir scientist discover health compound""",csir scientist discover health compound csir scientist discover health compound,Science
808,Oscar nomination for Indian documentary on sports,"""oscar nomination indian documentary sport""",oscar nomination indian documentary sport oscar nomination indian documentary sport,Sports
812,NGOs support women empowerment in river villages,"""ngo support woman empowerment river village""",ngo support woman empowerment river village ngo support woman empowerment river village,Entertainment
815,Government launches education scholarship for students,"""government launch education scholarship student""",government launch education scholarship student government launch education scholarship student,Education
817,Sensex surges by solar points amid market optimism,"""sensex surge solar amid market optimism""",sensex surge solar amid market optimism sensex surge solar amid market optimism,Business
819,National Education Policy focuses on river learning,"""national education policy focus river learning""",national education policy focus river learning national education policy focus river learning,Education
823,NGOs support women empowerment in sports villages,"""ngo support woman empowerment sport village""",ngo support woman empowerment sport village ngo support woman empowerment sport village,Sports
824,India defeats climate in thrilling cricket match,"""india defeat climate thrilling cricket match""",india defeat climate thrilling cricket match india defeat climate thrilling cricket match,Entertainment
825,RBI announces new solar policy framework,"""rbi announce solar policy framework""",rbi announce solar policy framework rbi announce solar policy framework,Business
829,PM inaugurates space project in Delhi,"""pm inaugurate space project delhi""",pm inaugurate space project delhi pm inaugurate space project delhi,Entertainment
831,NGOs unite to protect river wildlife,"""ngo unite protect river wildlife""",ngo unite protect river wildlife ngo unite protect river wildlife,Entertainment
835,Infosys partners with youth for technology advancement,"""infosys partner youth technology advancement""",infosys partner youth technology advancement infosys partner youth technology advancement,Technology
837,IIT digital tops NIRF ranking for engineering,"""iit digital top nirf ranking engineering""",iit digital top nirf ranking engineering iit digital top nirf ranking engineering,Technology
839,Election Commission announces polls in youth state,"""election commission announce poll youth""",election commission announce poll youth election commission announce poll youth,Politics
843,climate party wins majority in assembly elections,"""climate party win majority assembly election""",climate party win majority assembly election climate party win majority assembly election,Politics
857,Youth volunteers organize solar awareness drive,"""youth volunteer organize solar awareness drive""",youth volunteer organize solar awareness drive youth volunteer organize solar awareness drive,Entertainment
860,Oscar nomination for Indian documentary on finance,"""oscar nomination indian documentary finance""",oscar nomination indian documentary finance oscar nomination indian documentary finance,Entertainment
866,river river rejuvenation project gains momentum,"""river river rejuvenation project gain momentum""",river river rejuvenation project gain momentum river river rejuvenation project gain momentum,Entertainment
867,women wins gold medal for India in Asian Games,"""woman win gold medal india asian games""",woman win gold medal india asian games woman win gold medal india asian games,Sports
869,Netflix releases new Indian river series,"""netflix release indian river series""",netflix release indian river series netflix release indian river series,Entertainment
870,Virat Kohli achieves milestone of digital runs,"""virat kohli achieve milestone digital run""",virat kohli achieve milestone digital run virat kohli achieve milestone digital run,Entertainment
872,President approves river reform bill,"""president approve river reform bill""",president approve river reform bill president approve river reform bill,Politics
874,Study reveals rise in technology cases across India,"""study reveal rise technology india""",study reveal rise technology india study reveal rise technology india,Technology
882,Indian womenâ€™s team secures victory in women final,"""indian womenâ€™s team secure victory woman final""",indian womenâ€™s team secure victory woman final indian womenâ€™s team secure victory woman final,Sports
883,India signs trade deal with education nation,"""india sign trade deal education nation""",india sign trade deal education nation india sign trade deal education nation,Business
884,RBI announces new sports policy framework,"""rbi announce sport policy framework""",rbi announce sport policy framework rbi announce sport policy framework,Sports
897,President approves sports reform bill,"""president approve sport reform bill""",president approve sport reform bill president approve sport reform bill,Sports
904,ISRO plans mission to explore health planet,"""isro plan mission explore health planet""",isro plan mission explore health planet isro plan mission explore health planet,Health
906,BCCI announces schedule for education tournament,"""bcci announce schedule education tournament""",bcci announce schedule education tournament bcci announce schedule education tournament,Sports
910,Startups in finance sector attract global investors,"""startup finance sector attract global investor""",startup finance sector attract global investor startup finance sector attract global investor,Business
913,AIIMS doctors perform successful sports surgery,"""aiim doctor perform successful sport surgery""",aiim doctor perform successful sport surgery aiim doctor perform successful sport surgery,Sports
922,India achieves milestone in space technology,"""india achieve milestone space technology""",india achieve milestone space technology india achieve milestone space technology,Technology
928,Bollywood actor digital stars in new blockbuster film,"""bollywood actor digital star blockbuster film""",bollywood actor digital star blockbuster film bollywood actor digital star blockbuster film,Entertainment
929,Delhi records highest level of finance pollution,"""delhi record level finance pollution""",delhi record level finance pollution delhi record level finance pollution,Politics
935,AIIMS doctors perform successful space surgery,"""aiim doctor perform successful space surgery""",aiim doctor perform successful space surgery aiim doctor perform successful space surgery,Science
943,digital company expands operations in India,"""digital company expand operation india""",digital company expand operation india digital company expand operation india,Business
944,technology river rejuvenation project gains momentum,"""technology river rejuvenation project gain momentum""",technology river rejuvenation project gain momentum technology river rejuvenation project gain momentum,Technology
945,India achieves milestone in digital technology,"""india achieve milestone digital technology""",india achieve milestone digital technology india achieve milestone digital technology,Technology
957,Netflix releases new Indian space series,"""netflix release indian space series""",netflix release indian space series netflix release indian space series,Entertainment
961,cyber party wins majority in assembly elections,"""cyber party win majority assembly election""",cyber party win majority assembly election cyber party win majority assembly election,Politics
966,India launches national space vaccination drive,"""india launch national space vaccination drive""",india launch national space vaccination drive india launch national space vaccination drive,Science
968,Netflix releases new Indian cyber series,"""netflix release indian cyber series""",netflix release indian cyber series netflix release indian cyber series,Entertainment
979,digital party wins majority in assembly elections,"""digital party win majority assembly election""",digital party win majority assembly election digital party win majority assembly election,Politics
991,NGOs support women empowerment in solar villages,"""ngo support woman empowerment solar village""",ngo support woman empowerment solar village ngo support woman empowerment solar village,Entertainment
998,Election Commission announces polls in space state,"""election commission announce poll space""",election commission announce poll space election commission announce poll space,Politics
1001,PM inaugurates education project in Delhi,"""pm inaugurate education project delhi""",pm inaugurate education project delhi pm inaugurate education project delhi,Education
1002,Digital India initiative boosts youth sector,"""digital india initiative boost youth sector""",digital india initiative boost youth sector digital india initiative boost youth sector,Technology
1005,Government of India introduces new women policy,"""government india introduce woman policy""",government india introduce woman policy government india introduce woman policy,Politics
1006,Government announces new finance health scheme,"""government announce finance health scheme""",government announce finance health scheme government announce finance health scheme,Health
1021,President approves education reform bill,"""president approve education reform bill""",president approve education reform bill president approve education reform bill,Politics
1026,Study reveals rise in sports cases across India,"""study reveal rise sport india""",study reveal rise sport india study reveal rise sport india,Sports
1027,UGC introduces guidelines for climate programs,"""ugc introduce guideline climate program""",ugc introduce guideline climate program ugc introduce guideline climate program,Science
1028,women party wins majority in assembly elections,"""woman party win majority assembly election""",woman party win majority assembly election woman party win majority assembly election,Politics
1031,Bollywood actor space stars in new blockbuster film,"""bollywood actor space star blockbuster film""",bollywood actor space star blockbuster film bollywood actor space star blockbuster film,Entertainment
1033,Bollywood actor cyber stars in new blockbuster film,"""bollywood actor cyber star blockbuster film""",bollywood actor cyber star blockbuster film bollywood actor cyber star blockbuster film,Entertainment
1038,Study reveals rise in solar cases across India,"""study reveal rise solar india""",study reveal rise solar india study reveal rise solar india,Technology
1043,Delhi records highest level of space pollution,"""delhi record level space pollution""",delhi record level space pollution delhi record level space pollution,Politics
1048,India achieves milestone in education technology,"""india achieve milestone education technology""",india achieve milestone education technology india achieve milestone education technology,Technology
1052,youth river rejuvenation project gains momentum,"""youth river rejuvenation project gain momentum""",youth river rejuvenation project gain momentum youth river rejuvenation project gain momentum,Entertainment
1056,Citizens protest against river issue in Mumbai,"""citizens protest river issue mumbai""",citizens protest river issue mumbai citizens protest river issue mumbai,Politics
1061,Delhi records highest level of river pollution,"""delhi record level river pollution""",delhi record level river pollution delhi record level river pollution,Politics
1069,WHO praises Indiaâ€™s efforts in combating technology,"""praise indiaâ€™s effort combate technology""",praise indiaâ€™s effort combate technology praise indiaâ€™s effort combate technology,Technology
1072,Indian startup develops cyber app for education,"""indian startup develop cyber app education""",indian startup develop cyber app education indian startup develop cyber app education,Technology
1077,cyber festival celebrated across India with joy,"""cyber festival celebrate india joy""",cyber festival celebrate india joy cyber festival celebrate india joy,Entertainment
1082,TCS introduces new AI-driven youth solution,"""tcs introduce ai-driven youth solution""",tcs introduce ai-driven youth solution tcs introduce ai-driven youth solution,Technology
1084,AIIMS doctors perform successful solar surgery,"""aiim doctor perform successful solar surgery""",aiim doctor perform successful solar surgery aiim doctor perform successful solar surgery,Science
1087,WHO praises Indiaâ€™s efforts in combating solar,"""praise indiaâ€™s effort combate solar""",praise indiaâ€™s effort combate solar praise indiaâ€™s effort combate solar,Entertainment
1088,Government announces new space health scheme,"""government announce space health scheme""",government announce space health scheme government announce space health scheme,Health
1099,Sensex surges by digital points amid market optimism,"""sensex surge digital amid market optimism""",sensex surge digital amid market optimism sensex surge digital amid market optimism,Business
1101,India defeats youth in thrilling cricket match,"""india defeat youth thrilling cricket match""",india defeat youth thrilling cricket match india defeat youth thrilling cricket match,Sports
1123,WHO praises Indiaâ€™s efforts in combating women,"""praise indiaâ€™s effort combate woman""",praise indiaâ€™s effort combate woman praise indiaâ€™s effort combate woman,Entertainment
1127,President approves technology reform bill,"""president approve technology reform bill""",president approve technology reform bill president approve technology reform bill,Technology
1132,National Education Policy focuses on climate learning,"""national education policy focus climate learning""",national education policy focus climate learning national education policy focus climate learning,Science
1147,Citizens protest against finance issue in Mumbai,"""citizens protest finance issue mumbai""",citizens protest finance issue mumbai citizens protest finance issue mumbai,Politics
1156,Government focuses on education development programs,"""government focus education development program""",government focus education development program government focus education development program,Education
1161,Government launches health cleanup campaign,"""government launch health cleanup campaign""",government launch health cleanup campaign government launch health cleanup campaign,Health
1163,Digital India initiative boosts women sector,"""digital india initiative boost woman sector""",digital india initiative boost woman sector digital india initiative boost woman sector,Technology
1167,technology company expands operations in India,"""technology company expand operation india""",technology company expand operation india technology company expand operation india,Technology
1168,India achieves milestone in sports technology,"""india achieve milestone sport technology""",india achieve milestone sport technology india achieve milestone sport technology,Sports
1169,ISRO plans mission to explore digital planet,"""isro plan mission explore digital planet""",isro plan mission explore digital planet isro plan mission explore digital planet,Entertainment
1174,Government launches digital scholarship for students,"""government launch digital scholarship student""",government launch digital scholarship student government launch digital scholarship student,Education
1183,NGOs unite to protect health wildlife,"""ngo unite protect health wildlife""",ngo unite protect health wildlife ngo unite protect health wildlife,Health
1184,President approves youth reform bill,"""president approve youth reform bill""",president approve youth reform bill president approve youth reform bill,Politics
1192,NGOs unite to protect digital wildlife,"""ngo unite protect digital wildlife""",ngo unite protect digital wildlife ngo unite protect digital wildlife,Entertainment
1204,India launches national climate vaccination drive,"""india launch national climate vaccination drive""",india launch national climate vaccination drive india launch national climate vaccination drive,Science
1209,women festival celebrated across India with joy,"""woman festival celebrate india joy""",woman festival celebrate india joy woman festival celebrate india joy,Entertainment
1210,Study reveals rise in youth cases across India,"""study reveal rise youth india""",study reveal rise youth india study reveal rise youth india,Education
1214,Government launches sports cleanup campaign,"""government launch sport cleanup campaign""",government launch sport cleanup campaign government launch sport cleanup campaign,Sports
1224,India launches national youth vaccination drive,"""india launch national youth vaccination drive""",india launch national youth vaccination drive india launch national youth vaccination drive,Entertainment
1241,Digital India initiative boosts technology sector,"""digital india initiative boost technology sector""",digital india initiative boost technology sector digital india initiative boost technology sector,Technology
1244,IIT cyber tops NIRF ranking for engineering,"""iit cyber top nirf ranking engineering""",iit cyber top nirf ranking engineering iit cyber top nirf ranking engineering,Technology
1245,CBSE implements climate curriculum for schools,"""cbse implement climate curriculum school""",cbse implement climate curriculum school cbse implement climate curriculum school,Science
1246,Tollywood industry sees rise in finance genre movies,"""tollywood industry rise finance genre movie""",tollywood industry rise finance genre movie tollywood industry rise finance genre movie,Entertainment
1261,India launches national women vaccination drive,"""india launch national woman vaccination drive""",india launch national woman vaccination drive india launch national woman vaccination drive,Health
1262,solar river rejuvenation project gains momentum,"""solar river rejuvenation project gain momentum""",solar river rejuvenation project gain momentum solar river rejuvenation project gain momentum,Entertainment
1282,Citizens protest against health issue in Mumbai,"""citizens protest health issue mumbai""",citizens protest health issue mumbai citizens protest health issue mumbai,Health
1293,President approves cyber reform bill,"""president approve cyber reform bill""",president approve cyber reform bill president approve cyber reform bill,Politics
1296,President approves climate reform bill,"""president approve climate reform bill""",president approve climate reform bill president approve climate reform bill,Politics
1302,Government announces new education health scheme,"""government announce education health scheme""",government announce education health scheme government announce education health scheme,Health
1313,PM inaugurates finance project in Delhi,"""pm inaugurate finance project delhi""",pm inaugurate finance project delhi pm inaugurate finance project delhi,Business
1319,Infosys partners with health for technology advancement,"""infosys partner health technology advancement""",infosys partner health technology advancement infosys partner health technology advancement,Technology
1331,Forest restoration project begins in women region,"""forest restoration project begin woman region""",forest restoration project begin woman region forest restoration project begin woman region,Environment
1339,Government of India introduces new education policy,"""government india introduce education policy""",government india introduce education policy government india introduce education policy,Education
1343,NGOs support women empowerment in cyber villages,"""ngo support woman empowerment cyber village""",ngo support woman empowerment cyber village ngo support woman empowerment cyber village,Entertainment
1345,BCCI announces schedule for youth tournament,"""bcci announce schedule youth tournament""",bcci announce schedule youth tournament bcci announce schedule youth tournament,Sports
1346,Government launches technology cleanup campaign,"""government launch technology cleanup campaign""",government launch technology cleanup campaign government launch technology cleanup campaign,Technology
1359,Indian music festival in climate draws massive crowd,"""indian music festival climate draw massive crowd""",indian music festival climate draw massive crowd indian music festival climate draw massive crowd,Entertainment
1367,Tollywood industry sees rise in solar genre movies,"""tollywood industry rise solar genre movie""",tollywood industry rise solar genre movie tollywood industry rise solar genre movie,Entertainment
1373,National Education Policy focuses on sports learning,"""national education policy focus sport learn""",national education policy focus sport learn national education policy focus sport learn,Sports
1375,India launches national sports vaccination drive,"""india launch national sport vaccination drive""",india launch national sport vaccination drive india launch national sport vaccination drive,Sports
1398,Government launches youth cleanup campaign,"""government launch youth cleanup campaign""",government launch youth cleanup campaign government launch youth cleanup campaign,Entertainment
1411,sports company expands operations in India,"""sport company expand operation india""",sport company expand operation india sport company expand operation india,Sports
1416,WHO praises Indiaâ€™s efforts in combating finance,"""praise indiaâ€™s effort combate finance""",praise indiaâ€™s effort combate finance praise indiaâ€™s effort combate finance,Business
1418,river party wins majority in assembly elections,"""river party win majority assembly election""",river party win majority assembly election river party win majority assembly election,Politics
1429,Sensex surges by sports points amid market optimism,"""sensex surge sport amid market optimism""",sensex surge sport amid market optimism sensex surge sport amid market optimism,Sports
1431,AIIMS doctors perform successful women surgery,"""aiim doctor perform successful woman surgery""",aiim doctor perform successful woman surgery aiim doctor perform successful woman surgery,Health
1434,Delhi records highest level of solar pollution,"""delhi record level solar pollution""",delhi record level solar pollution delhi record level solar pollution,Politics
1441,BCCI announces schedule for cyber tournament,"""bcci announce schedule cyber tournament""",bcci announce schedule cyber tournament bcci announce schedule cyber tournament,Entertainment
1449,AIIMS doctors perform successful river surgery,"""aiim doctor perform successful river surgery""",aiim doctor perform successful river surgery aiim doctor perform successful river surgery,Politics
1453,Startups in solar sector attract global investors,"""startup solar sector attract global investor""",startup solar sector attract global investor startup solar sector attract global investor,Business
1456,India achieves milestone in youth technology,"""india achieve milestone youth technology""",india achieve milestone youth technology india achieve milestone youth technology,Technology
1464,Startups in space sector attract global investors,"""startup space sector attract global investor""",startup space sector attract global investor startup space sector attract global investor,Business
1466,RBI announces new cyber policy framework,"""rbi announce cyber policy framework""",rbi announce cyber policy framework rbi announce cyber policy framework,Technology
1467,India defeats health in thrilling cricket match,"""india defeat health thrilling cricket match""",india defeat health thrilling cricket match india defeat health thrilling cricket match,Sports
1473,UGC introduces guidelines for cyber programs,"""ugc introduce guideline cyber program""",ugc introduce guideline cyber program ugc introduce guideline cyber program,Science
1495,CSIR scientists discover new education compound,"""csir scientist discover education compound""",csir scientist discover education compound csir scientist discover education compound,Science
1498,education research center receives national innovation award,"""education research center receive national innovation award""",education research center receive national innovation award education research center receive national innovation award,Science
1517,Infosys partners with women for technology advancement,"""infosys partner woman technology advancement""",infosys partner woman technology advancement infosys partner woman technology advancement,Technology
1518,ISRO plans mission to explore youth planet,"""isro plan mission explore youth planet""",isro plan mission explore youth planet isro plan mission explore youth planet,Science
1533,Indian startup develops education app for education,"""indian startup develop education app education""",indian startup develop education app education indian startup develop education app education,Technology
1568,Infosys partners with solar for technology advancement,"""infosys partner solar technology advancement""",infosys partner solar technology advancement infosys partner solar technology advancement,Technology
1584,CBSE implements space curriculum for schools,"""cbse implement space curriculum school""",cbse implement space curriculum school cbse implement space curriculum school,Science
1590,PM inaugurates cyber project in Delhi,"""pm inaugurate cyber project delhi""",pm inaugurate cyber project delhi pm inaugurate cyber project delhi,Technology
1607,TCS introduces new AI-driven cyber solution,"""tcs introduce ai-driven cyber solution""",tcs introduce ai-driven cyber solution tcs introduce ai-driven cyber solution,Technology
1625,Government focuses on finance development programs,"""government focus finance development program""",government focus finance development program government focus finance development program,Business
1629,Delhi records highest level of sports pollution,"""delhi record level sport pollution""",delhi record level sport pollution delhi record level sport pollution,Sports
1630,space research center receives national innovation award,"""space research center receive national innovation award""",space research center receive national innovation award space research center receive national innovation award,Science
1631,Youth volunteers organize space awareness drive,"""youth volunteer organize space awareness drive""",youth volunteer organize space awareness drive youth volunteer organize space awareness drive,Science
1653,Tollywood industry sees rise in sports genre movies,"""tollywood industry rise sport genre movie""",tollywood industry rise sport genre movie tollywood industry rise sport genre movie,Entertainment
1661,education festival celebrated across India with joy,"""education festival celebrate india joy""",education festival celebrate india joy education festival celebrate india joy,Entertainment
1689,Indian startup develops technology app for education,"""indian startup develop technology app education""",indian startup develop technology app education indian startup develop technology app education,Technology
1702,Startups in women sector attract global investors,"""startup woman sector attract global investor""",startup woman sector attract global investor startup woman sector attract global investor,Business
1712,Indian womenâ€™s team secures victory in health final,"""indian womenâ€™s team secure victory health final""",indian womenâ€™s team secure victory health final indian womenâ€™s team secure victory health final,Sports
1720,Forest restoration project begins in youth region,"""forest restoration project begin youth region""",forest restoration project begin youth region forest restoration project begin youth region,Environment
1750,Bollywood actor youth stars in new blockbuster film,"""bollywood actor youth star blockbuster film""",bollywood actor youth star blockbuster film bollywood actor youth star blockbuster film,Entertainment
1752,BCCI announces schedule for technology tournament,"""bcci announce schedule technology tournament""",bcci announce schedule technology tournament bcci announce schedule technology tournament,Technology
1754,Government of India introduces new technology policy,"""government india introduce technology policy""",government india introduce technology policy government india introduce technology policy,Technology
1757,health wins gold medal for India in Asian Games,"""health win gold medal india asian games""",health win gold medal india asian games health win gold medal india asian games,Health
1761,finance river rejuvenation project gains momentum,"""finance river rejuvenation project gain momentum""",finance river rejuvenation project gain momentum finance river rejuvenation project gain momentum,Business
1788,WHO praises Indiaâ€™s efforts in combating sports,"""praise indiaâ€™s effort combate sport""",praise indiaâ€™s effort combate sport praise indiaâ€™s effort combate sport,Sports
1789,Government announces new river health scheme,"""government announce river health scheme""",government announce river health scheme government announce river health scheme,Health
1811,Tollywood industry sees rise in health genre movies,"""tollywood industry rise health genre movie""",tollywood industry rise health genre movie tollywood industry rise health genre movie,Entertainment
1813,ISRO plans mission to explore cyber planet,"""isro plan mission explore cyber planet""",isro plan mission explore cyber planet isro plan mission explore cyber planet,Science
1819,Bollywood actor sports stars in new blockbuster film,"""bollywood actor sport star blockbuster film""",bollywood actor sport star blockbuster film bollywood actor sport star blockbuster film,Entertainment
1822,Indian startup develops space app for education,"""indian startup develop space app education""",indian startup develop space app education indian startup develop space app education,Technology
1829,finance festival celebrated across India with joy,"""finance festival celebrate india joy""",finance festival celebrate india joy finance festival celebrate india joy,Entertainment
1838,CSIR scientists discover new climate compound,"""csir scientist discover climate compound""",csir scientist discover climate compound csir scientist discover climate compound,Science
1871,Election Commission announces polls in finance state,"""election commission announce poll finance""",election commission announce poll finance election commission announce poll finance,Politics
1874,education wins gold medal for India in Asian Games,"""education win gold medal india asian games""",education win gold medal india asian games education win gold medal india asian games,Education
1882,WHO praises Indiaâ€™s efforts in combating education,"""praise indiaâ€™s effort combate education""",praise indiaâ€™s effort combate education praise indiaâ€™s effort combate education,Education
1884,Government launches cyber cleanup campaign,"""government launch cyber cleanup campaign""",government launch cyber cleanup campaign government launch cyber cleanup campaign,Entertainment
1885,sports wins gold medal for India in Asian Games,"""sport win gold medal india asian games""",sport win gold medal india asian games sport win gold medal india asian games,Sports
1888,Government of India introduces new youth policy,"""government india introduce youth policy""",government india introduce youth policy government india introduce youth policy,Politics
1901,India signs trade deal with sports nation,"""india sign trade deal sport nation""",india sign trade deal sport nation india sign trade deal sport nation,Sports
1945,Indian music festival in river draws massive crowd,"""indian music festival river draw massive crowd""",indian music festival river draw massive crowd indian music festival river draw massive crowd,Entertainment
1950,ISRO plans mission to explore river planet,"""isro plan mission explore river planet""",isro plan mission explore river planet isro plan mission explore river planet,Science
1986,CBSE implements finance curriculum for schools,"""cbse implement finance curriculum school""",cbse implement finance curriculum school cbse implement finance curriculum school,Business
1988,India signs trade deal with climate nation,"""india sign trade deal climate nation""",india sign trade deal climate nation india sign trade deal climate nation,Business
